seq_id,ct10_id,hh10,quarter,veh_tot,pass_veh,ovrlp_pct,best_geo,veh_phh,mipday_phh,veh_lo,veh_medlo,veh_medhi,veh_hi,veh_vhi,comm_veh,mipdaypass,mipdaybest,mipdaycomm,mipdaytot,pass_vmt,comm_vmt,tot_vmt,passvehage,mpg_eff,glpdaypass,co2eqv_day,co2eqv_hh,pass_hybrd,comm_hybrd,tot_hybrd,pass_elect,comm_elect,tot_elect
34375,25009266300,1605,2014_q4,2901.7758,2730.7478,0.3348,776,1.7,58.0715,1426,183,204,340,165,171.028,34.1597,34.0429,36.2908,34.2585,93281.5256,6206.7429,99410.4862,8.77,21.0254,4436.6201,40.1773,0.025,46,1,47,1,0,1
34376,25009266400,1358,2014_q4,2799.069,2704.2262,0.3616,834,1.99,68.3627,1406,171,239,361,181,94.8428,34.3531,34.2687,43.198,34.5598,92898.5531,4097.0193,96735.2648,8.87,21.3552,4350.1646,39.3944,0.029,37,0,37,0,0,0
34377,25009267101,1708,2014_q4,2911.8808,2888.9928,0.3354,848,1.69,54.215,1576,200,228,314,153,22.888,32.0799,32.4591,62.4203,32.2104,92678.6001,1428.6758,93792.8453,9.31,20.9794,4417.6001,40.0051,0.0234,40,0,40,0,0,0
34378,25009267102,1733,2014_q4,4667.1564,4151.032,0.3356,1213,2.4,78.3545,2226,303,308,478,220,516.1244,32.6477,32.835,41.7998,33.5557,135521.6474,21573.8967,156609.7,9.44,20.084,6747.7432,61.1065,0.0353,37,1,38,0,0,0
34379,25009268100,871,2014_q4,2089.9753,2063.0694,0.3784,671,2.37,79.9467,1045,153,165,296,129,26.9059,33.7328,34.139,25.1903,33.619,69593.1075,677.7677,70262.8796,7.9,20.8369,3339.8913,30.2455,0.0347,28,0,28,0,0,0
34380,25009268200,2609,2014_q4,5225.703,4936.8186,0.3602,1530,1.89,62.8238,2543,376,383,648,296,288.8844,33.2401,33.1275,44.7471,33.7369,164100.3439,12926.7391,176299.0195,8.31,21.2605,7718.5379,69.8978,0.0268,109,1,110,0,0,0
34381,25009268300,2096,2014_q4,3222.4725,3000.1448,0.3509,892,1.43,47.0048,1531,202,255,372,173,222.3277,32.8705,32.7471,40.5154,33.3085,98616.2596,9007.6957,107335.7253,8.28,21.6885,4546.9285,41.1762,0.0196,92,1,93,1,0,1
34382,25009268400,2046,2014_q4,3431.2957,3353.4102,0.3452,1003,1.64,54.902,1657,231,282,413,192,77.8855,33.4768,33.2913,29.649,33.4062,112261.4426,2309.2272,114626.5504,8.5,21.6071,5195.5856,47.0504,0.023,95,1,96,0,0,0
34383,25009269100,2594,2014_q4,6423.2121,6103.9586,0.3518,1869,2.35,77.8127,3198,400,546,743,360,319.2535,33.1118,33.3676,33.7508,33.1357,202113.0564,10775.061,212837.6292,8.75,20.5081,9855.3019,89.248,0.0344,128,4,132,0,0,0
34384,25009270100,2155,2014_q4,5719.1006,5244.1092,0.3629,1633,2.43,80.7414,2682,350,496,664,292,474.9914,33.2269,33.4245,40.899,33.7523,174245.492,19426.6733,193032.7992,8.66,20.2687,8596.7753,77.851,0.0361,63,1,64,0,0,0
34385,25009990100,0,2014_q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
34386,25011040100,1898,2014_q4,4308.0807,4223.0798,0.3228,1070,2.23,75.944,2124,239,274,464,226,85.0009,34.0556,34.161,24.6286,33.921,143819.5164,2093.4532,146134.4054,10.26,20.4253,7041.2368,63.7643,0.0336,55,0,55,1,0,1
34387,25011040200,1746,2014_q4,4488.6336,4223.6353,0.3529,1268,2.42,75.2935,2174,306,377,438,200,264.9983,31.113,31.1022,27.1361,31.0234,131409.9651,7191.0204,139252.6756,9.77,20.6963,6349.4353,57.4995,0.0329,65,0,65,0,0,0
34388,25011040300,1226,2014_q4,2794.1193,2679.1155,0.3686,802,2.19,78.063,1328,142,218,375,168,115.0038,35.6452,35.9878,43.0712,35.8388,95497.6078,4953.3517,100137.8828,9.43,21.306,4482.1897,40.59,0.0331,63,0,63,1,0,1
34389,25011040400,1465,2014_q4,3116.1464,3091.1466,0.3456,907,2.11,70.3383,1629,198,248,384,161,24.9998,33.3357,33.1361,26.1992,33.3213,103045.5357,654.9748,103834.049,10.59,20.7124,4975.0746,45.0535,0.0308,56,0,56,0,0,0
34390,25011040501,1600,2014_q4,3156.42,3042.2925,0.3278,856,1.9,62.4579,1774,199,181,382,188,114.1275,32.8726,32.8567,40.3045,33.0302,100008.0644,4599.8518,104257.1839,10.66,21.1148,4736.3931,42.892,0.0268,23,0,23,0,0,0
34391,25011040502,1572,2014_q4,3068.8372,3007.9692,0.3534,918,1.91,63.0443,1672,187,227,384,188,60.868,33.0075,33.3545,50.9296,33.2818,99285.5434,3099.9829,102136.4259,10.07,20.5846,4823.29,43.6789,0.0278,22,0,22,0,0,0
34392,25011040600,1880,2014_q4,4501.0993,4450.0984,0.3513,1373,2.37,80.3473,2303,305,399,576,262,51.0009,33.9018,33.7207,13.696,33.7813,150866.3459,698.5083,152052.9858,9.75,22.083,6831.7868,61.8676,0.0329,216,0,216,6,0,6
34393,25011040701,1834,2014_q4,3028.1506,3004.3502,0.3409,821,1.64,47.788,1607,220,233,252,107,23.8004,29.139,29.0857,32.4757,29.1499,87543.7605,772.9347,88270.2872,10.8,21.2925,4111.4911,37.233,0.0203,45,1,46,0,0,0
34394,25011040702,1860,2014_q4,3825.0424,3729.8408,0.3524,1084,2.01,62.2509,1946,272,305,363,156,95.2016,30.9706,31.2154,46.8095,31.1974,115515.4075,4456.3393,119331.3778,10.03,21.3078,5421.2801,49.0942,0.0264,83,1,84,1,0,1
34395,25011040800,2274,2014_q4,4496.0251,4225.0238,0.3598,1268,1.86,59.4897,2045,348,403,458,191,271.0013,31.9837,32.2248,38.8116,32.1433,135131.8937,10517.9941,144517.0836,9.4,21.444,6301.6312,57.0665,0.0251,104,0,104,0,0,0
34396,25011040900,2053,2014_q4,4653.9165,4343.911,0.3497,1282,2.12,66.5606,2279,314,381,474,206,310.0055,31.3965,31.5445,40.8206,31.8522,136383.6017,12654.6105,148237.4791,9.16,21.7991,6256.397,56.6569,0.0276,119,0,119,0,0,0
34397,25011041000,1375,2014_q4,2827.4145,2746.0115,0.357,844,2,56.6888,1542,208,230,267,104,81.403,28.3444,28.2612,32.182,28.4288,77834.0484,2619.7113,80380.0013,9.78,21.1253,3684.4021,33.3653,0.0243,47,1,48,0,0,0
34398,25011041100,1609,2014_q4,3248.8782,3157.6507,0.3575,985,1.96,53.7661,1761,259,275,266,107,91.2275,27.4317,27.2565,39.3543,27.7378,86619.7267,3590.1944,90116.7337,9.34,21.6805,3995.2823,36.1806,0.0225,63,0,63,0,0,0
34399,25011041200,1333,2014_q4,2594.9285,2394.228,0.3651,752,1.8,52.5724,1377,201,216,234,98,200.7005,29.2069,29.1461,46.5207,29.8935,69927.9778,9336.7278,77571.4951,9.92,21.8912,3194.3348,28.9274,0.0217,57,3,60,0,0,0
34400,25011041300,2430,2014_q4,3029.1549,2897.2259,0.3422,828,1.19,34.2052,1665,229,244,262,108,131.929,28.7439,28.9722,30.9755,28.8428,83277.5715,4086.5667,87369.3089,10.96,21.9201,3799.1498,34.4045,0.0142,66,0,66,0,0,0
34401,25011041400,1105,2014_q4,1603.109,1475.3905,0.3257,405,1.34,39.8878,851,101,121,138,58,127.7185,29.767,29.4095,46.1741,30.6481,43917.949,5897.2868,49132.2449,10.7,21.9335,2002.3246,18.1327,0.0164,23,2,25,0,0,0
34402,25011041501,1530,2014_q4,3402.0675,3352.0675,0.3398,945,2.19,76.0121,1665,181,264,430,199,50,34.7087,34.8978,40.9483,34.7617,116345.9052,2047.415,118261.6498,9.28,21.2401,5477.6571,49.6048,0.0324,87,0,87,1,0,1
34403,25011041502,1672,2014_q4,3495.1833,3385.5668,0.3555,911,2.02,67.1092,1586,186,265,381,178,109.6165,33.2224,33.5236,44.9821,33.5475,112476.6545,4930.7804,117254.6618,9.8,21.7215,5178.1213,46.8922,0.028,87,0,87,0,0,0
34404,25013800101,1535,2014_q4,2299.9665,2203.9719,0.3397,642,1.44,36.6281,1308,200,198,136,45,95.9946,25.4362,25.3528,31.6163,25.5846,56060.67,3034.9941,58843.7229,11.09,20.3601,2753.4571,24.9349,0.0162,7,0,7,0,0,0
34405,25013800102,1589,2014_q4,1855.3962,1836.8166,0.3164,486,1.16,34.8647,1023,153,160,166,62,18.5796,30.0558,30.3204,35.156,30.0999,55206.9924,653.1844,55847.2401,11.49,20.4223,2703.2735,24.4804,0.0154,10,0,10,0,0,0
34406,25013800201,2454,2014_q4,4125.8607,3961.7409,0.3534,1203,1.61,42.878,2290,377,364,286,104,164.1198,26.6323,26.7513,62.3621,27.4875,105510.2722,10234.8554,113409.596,10.79,20.8648,5056.8447,45.794,0.0187,18,0,18,0,0,0
34407,25013800202,550,2014_q4,1441.3987,946.491,0.3363,271,1.72,49.0714,560,80,81,81,35,494.9077,28.5299,28.0217,35.3575,30.2863,27003.2936,17498.699,43654.6334,10.63,19.9673,1352.3755,12.2469,0.0223,6,0,6,0,0,0
34408,25013800300,1736,2014_q4,3007.4136,3002.7687,0.3486,903,1.73,44.0169,1766,309,243,194,74,4.6449,25.4433,25.5897,123.4852,25.5406,76400.3449,573.5764,76811.1478,10.99,20.3954,3745.9615,33.9228,0.0195,11,0,11,0,0,0
34409,25013800400,2199,2014_q4,3461.0973,3414.6483,0.3454,997,1.55,40.4934,1946,337,322,233,78,46.449,26.1248,26.1603,50.7381,26.3787,89207.0039,2356.734,91299.2473,11.44,20.3413,4385.5136,39.7145,0.0181,14,0,14,0,0,0
34410,25013800500,1116,2014_q4,1949.3343,1837.8567,0.3534,553,1.65,43.9527,1070,188,155,135,45,111.4776,26.638,27.0373,51.6108,27.5907,48956.8268,5753.4481,53783.4979,10.86,20.6951,2365.6252,21.4227,0.0192,16,0,16,0,0,0
34411,25013800600,807,2014_q4,636.8598,610.5387,0.2937,140,0.76,19.5186,334,66,46,29,8,26.3211,25.6824,25.4995,28.7441,25.7674,15680.0991,756.5763,16410.2212,13,19.4955,804.2941,7.2836,0.009,0,0,0,0,0,0
34412,25013800700,1415,2014_q4,1611.7594,1565.3104,0.3364,441,1.11,30.1726,866,150,151,111,41,46.449,27.1825,27.2569,29.5761,27.2469,42549.0499,1373.7803,43915.4472,12.27,19.9871,2128.8299,19.2783,0.0136,4,0,4,0,0,0
34413,25013800800,869,2014_q4,719.7834,656.3031,0.3253,172,0.76,19.9039,372,64,62,38,14,63.4803,26.1893,25.087,51.1296,27.6562,17188.1188,3245.7223,19906.4737,12.56,21.091,814.9501,7.3801,0.0085,4,0,4,0,0,0
34414,25013800900,1720,2014_q4,1363.4631,1281.4032,0.3119,325,0.75,18.9374,756,118,107,77,25,82.0599,25.2498,25.2341,34.8901,25.7256,32355.1745,2863.0781,35075.9063,12.86,19.8354,1631.1862,14.7718,0.0086,4,0,4,0,0,0
34415,25013801101,1115,2014_q4,969.1545,668.7843,0.3242,176,0.6,16.1606,360,59,59,50,12,300.3702,26.9343,26.2591,77.8491,34.4328,18013.237,23383.5497,33370.7031,11.21,20.7209,869.3267,7.8725,0.0071,4,1,5,0,1,1
34416,25013801102,729,2014_q4,509.4699,418.1202,0.3198,120,0.57,16.5639,218,38,28,40,14,91.3497,29.0595,28.7405,28.3502,28.9899,12150.364,2589.7823,14769.4815,10.77,21.4602,566.1818,5.1272,0.007,4,0,4,0,0,0
34417,25013801200,1165,2014_q4,838.9683,719.7492,0.3148,186,0.62,18.4959,392,70,63,54,22,119.2191,29.8321,29.8158,37.8526,30.3765,21471.6301,4512.7529,25484.9206,12.02,21.4686,1000.142,9.0571,0.0078,5,0,5,0,0,0
34418,25013801300,1557,2014_q4,2412.492,2002.1925,0.3207,538,1.29,35.3346,1146,181,154,147,60,410.2995,27.3912,27.8332,49.3266,28.8273,54842.4552,20238.6793,69545.6306,11.89,20.3992,2688.467,24.3463,0.0156,12,0,12,0,0,0
34419,25013801401,1286,2014_q4,1722.345,1646.4783,0.3305,448,1.28,34.0906,908,154,149,109,44,75.8667,26.6333,26.6527,37.5828,27.075,43851.1505,2851.283,46632.4909,12.25,19.9443,2198.6832,19.9109,0.0155,5,0,5,0,0,0
34420,25013801402,741,2014_q4,1407.0657,1382.2929,0.357,421,1.87,47.9098,778,140,144,80,28,24.7728,25.6202,25.6761,41.6833,25.7819,35414.6206,1032.6121,36276.8272,11.18,20.2036,1752.8864,15.8739,0.0214,7,0,7,0,0,0
34421,25013801501,1983,2014_q4,3576.4299,3514.4979,0.3574,1080,1.77,49.2108,1981,346,337,282,95,61.932,27.8027,27.6264,40.7965,27.9299,97712.5308,2526.6088,99889.3295,10.77,20.0796,4866.2477,44.0679,0.0222,17,3,20,0,0,0
34422,25013801502,1295,2014_q4,1980.9639,1925.2251,0.337,553,1.49,42.2555,1091,194,170,148,70,55.7388,28.3594,28.2345,35.8351,28.4908,54598.2287,1997.4055,56439.2463,11.36,20.9647,2604.2925,23.584,0.0182,8,1,9,0,0,0
34423,25013801503,1606,2014_q4,2608.6524,2551.3653,0.362,799,1.59,41.5246,1458,266,233,176,68,57.2871,26.1161,26.2529,38.272,26.2861,66631.7113,2192.4919,68571.2979,11.14,20.395,3267.0577,29.5859,0.0184,8,0,8,0,0,0
34424,25013801601,1578,2014_q4,2869.965,2777.067,0.3692,897,1.76,46.3772,1580,271,274,204,73,92.898,26.3507,26.4652,16.5929,26.1592,73177.6594,1541.4472,75075.9884,10.2,20.3617,3593.8912,32.5457,0.0206,25,0,25,0,0,0
34425,25013801602,1845,2014_q4,2974.1304,2969.4855,0.371,939,1.61,43.0696,1728,350,256,221,89,4.6449,26.7513,26.9008,0,26.7513,79437.5975,0,79561.8546,10.12,20.6994,3837.6725,34.7533,0.0188,13,0,13,0,0,0
34426,25013801603,1769,2014_q4,3055.719,3043.3326,0.3604,934,1.72,46.6734,1735,312,291,220,74,12.3864,27.1357,27.1106,81.9137,27.1654,82582.9604,1014.6159,83009.8289,9.76,20.9211,3947.3541,35.7466,0.0202,23,0,23,0,0,0
34427,25013801604,1511,2014_q4,3045.2068,3023.5306,0.3658,966,2,52.892,1736,314,288,221,74,21.6762,26.446,26.5707,19.446,26.4197,79960.2902,421.5154,80453.4501,9.26,20.2341,3951.7534,35.7864,0.0237,23,0,23,0,0,0
34428,25013801605,1742,2014_q4,2795.5755,2767.7061,0.3556,845,1.59,44.0155,1577,259,287,201,78,27.8694,27.6827,27.6585,32.2317,27.6923,76617.5777,898.2781,77415.9154,9.81,20.7431,3693.6499,33.4491,0.0192,23,0,23,0,0,0
34429,25013801700,1922,2014_q4,2757.0312,2653.2951,0.3129,718,1.38,38.7835,1496,250,220,187,66,103.7361,28.104,27.7429,25.1559,28.0325,74568.2055,2609.575,77286.4771,11.86,20.0287,3723.0595,33.7154,0.0175,15,0,15,1,1,2
34430,25013801800,1323,2014_q4,1657.4691,1598.6337,0.3003,397,1.21,32.8797,927,134,128,108,40,58.8354,27.1733,26.4719,26.9799,27.1669,43440.1531,1587.3732,45028.2973,12.41,19.7697,2197.3088,19.8985,0.015,3,0,3,0,0,0
34431,25013801901,1422,2014_q4,1319.5788,1279.323,0.3089,320,0.9,26.0429,726,131,98,93,39,40.2558,28.9366,28.9412,22.0166,28.7833,37019.2579,886.2958,37981.8325,12.28,20.0397,1847.3003,16.7289,0.0118,2,0,2,0,0,0
34432,25013801902,1603,2014_q4,1149.9003,1091.0649,0.2858,267,0.68,18.688,614,99,75,73,26,58.8354,27.4823,27.3775,56.1066,29.0072,29984.9729,3301.0543,33355.388,12.25,20.7073,1448.0356,13.1132,0.0082,6,0,6,0,0,0
34433,25013802000,1123,2014_q4,915.417,864.3231,0.3129,228,0.77,21.1512,474,86,84,55,18,51.0939,27.4691,27.2932,36.6636,27.9583,23742.1777,1873.2863,25593.5031,12.89,19.4988,1217.6247,11.0266,0.0098,3,0,3,0,0,0
34434,25013802100,2458,2014_q4,2950.4319,2907.0795,0.3412,858,1.18,35.2674,1571,250,266,273,114,43.3524,29.8876,29.8561,27.279,29.8657,86885.6293,1182.6101,88116.714,10.67,21.1929,4099.7575,37.1267,0.0151,34,0,34,0,0,0
34435,25013802200,1082,2014_q4,1308.8118,1288.6839,0.3212,333,1.19,35.3999,714,112,111,106,48,20.1279,29.7478,30.0001,54.5387,29.9918,38335.5109,1097.7495,39253.6217,11.66,20.4262,1876.7806,16.9958,0.0157,10,1,11,0,0,0
34436,25013802300,2198,2014_q4,2773.5675,2724.0219,0.3301,758,1.24,34.7566,1493,269,265,197,79,49.5456,28.0295,28.1206,62.2207,28.3431,76352.9718,3082.7619,78611.501,11.64,20.4627,3731.3258,33.7903,0.0154,16,0,16,0,0,0
34437,25013802400,1527,2014_q4,2719.9741,2671.9768,0.361,847,1.75,44.155,1541,302,243,158,51,47.9973,25.2314,25.3355,33.2263,25.3082,67417.7154,1594.7727,68837.6485,9.45,20.9304,3221.0497,29.1693,0.0191,21,0,21,0,0,0
34438,25013802500,2747,2014_q4,4859.1339,4831.2645,0.3554,1488,1.76,47.6411,2750,518,446,345,128,27.8694,27.0688,27.2868,28.9544,27.0722,130776.5325,806.9418,131547.4448,9.57,20.9767,6234.3754,56.4575,0.0206,37,0,37,1,0,1
34439,25013802601,2495,2014_q4,3914.7942,3896.2146,0.3198,1056,1.56,44.4385,2196,346,342,302,104,18.5796,28.4862,28.4507,32.5375,28.4996,110988.3483,604.5337,111570.0688,10.95,20.734,5352.9556,48.4755,0.0194,28,0,28,0,0,0
34440,25013802602,940,2014_q4,1310.9394,1297.0047,0.3623,414,1.38,37.971,733,137,116,95,44,13.9347,27.5152,27.7161,7.1848,27.3811,35687.3437,100.118,35894.9628,9.19,21.4892,1660.7141,15.0392,0.016,15,0,15,0,0,0
34441,25013810100,2631,2014_q4,7060.073,6639.6918,0.3636,1649,2.52,81.0369,2858,351,441,631,296,420.3812,32.1575,32.1537,40.2282,32.5062,213515.8891,16911.179,229496.145,10.18,20.6413,10344.0866,93.6744,0.0356,44,0,44,0,0,0
34442,25013810200,1135,2014_q4,1338.2462,1295.4522,0.3731,322,1.14,36.8241,559,71,79,135,64,42.794,32.3018,32.5378,59.4232,32.6654,41845.4379,2542.9564,43714.3474,9.8,21.3381,1961.0677,17.7591,0.0156,8,0,8,0,0,0
34443,25013810300,1333,2014_q4,2396.3767,2368.5606,0.3582,573,1.78,52.6131,1043,151,154,202,79,27.8161,29.5579,29.0185,30.4518,29.5676,70009.6774,847.0503,70855.1077,10.09,20.1339,3477.209,31.489,0.0236,11,0,11,0,0,0
34444,25013810403,1777,2014_q4,2647.7205,2575.786,0.349,768,1.45,36.1386,1564,229,203,166,64,71.9345,24.9232,24.8183,32.4416,25.1019,64196.8296,2333.6703,66462.8152,10.61,20.5914,3117.6488,28.2329,0.0159,19,0,19,0,0,0
34445,25013810404,1505,2014_q4,3307.6097,3214.7488,0.3534,979,2.14,55.3502,1883,299,286,217,81,92.8609,25.8646,25.6768,32.662,26.0869,83148.1918,3033.0227,86285.2835,10.09,20.9344,3971.8423,35.9684,0.0239,20,0,20,0,0,0
34446,25013810412,2455,2014_q4,5314.0391,5161.0148,0.3711,1676,2.1,53.9501,2989,484,461,355,143,153.0243,25.6905,25.7568,36.2821,25.8718,132589.0507,5552.043,137483.7568,9.68,20.6425,6423.1219,58.1667,0.0237,39,1,40,0,0,0
34447,25013810414,2343,2014_q4,6413.8847,5601.6788,0.3691,1781,2.39,68.9384,2949,496,575,508,189,812.2059,28.8445,28.8781,37.0486,29.8534,161577.6241,30091.0915,191476.2655,9.1,20.2069,7996.1797,72.4121,0.0309,47,1,48,0,0,0
34448,25013810601,2065,2014_q4,3372.5931,3127.6293,0.3535,969,1.51,36.388,1890,330,259,180,62,244.9638,24.098,23.7931,65.1512,26.5786,75369.6109,15959.6855,89638.803,9.8,21.1221,3568.2836,32.3138,0.0156,22,0,22,0,0,0
34449,25013810602,1048,2014_q4,2550.8082,2230.0824,0.3749,755,2.13,58.5147,1274,227,232,182,63,320.7258,27.4717,27.4627,50.1748,30.2088,61264.1547,16092.3529,77056.8548,8.77,21.0433,2911.3325,26.3646,0.0252,16,2,18,0,0,0
34450,25013810700,2685,2014_q4,4334.0772,4288.62,0.3578,1349,1.6,39.7528,2519,471,365,275,90,45.4572,24.8455,24.703,38.1081,25.0083,106552.9082,1732.2875,108387.9028,10.13,21.0216,5068.7361,45.9017,0.0171,34,3,37,0,0,0
34451,25013810800,1764,2014_q4,2539.4119,2486.3785,0.3459,739,1.41,36.3516,1518,256,198,179,68,53.0334,25.7813,25.2277,39.0706,26.0054,64102.07,2072.0468,66038.4222,10.35,20.9954,3053.1509,27.6488,0.0157,18,0,18,1,0,1
34452,25013810901,889,2014_q4,1093.744,1012.9312,0.2907,243,1.14,32.4817,593,82,67,79,38,80.8128,28.4927,28.0897,58.9019,30.7807,28861.1448,4760.0275,33666.2059,11.9,20.1383,1433.1491,12.9784,0.0146,5,3,8,0,0,0
34453,25013810902,1781,2014_q4,2827.3302,2747.7801,0.3543,854,1.54,39.1403,1605,282,252,184,57,79.5501,25.4158,25.3481,60.9878,26.2181,69837.0295,4851.5856,74127.2259,10.17,20.726,3369.5309,30.5139,0.0171,14,3,17,0,0,0
34454,25013811000,2053,2014_q4,3763.1957,3686.171,0.3647,1195,1.8,41.6164,2272,407,306,193,74,77.0247,23.1202,23.0742,42.1137,23.2739,85225.0108,3243.7951,87584.2404,9.91,20.9381,4070.3254,36.8602,0.018,30,0,30,0,0,0
34455,25013811101,1949,2014_q4,3043.653,2879.502,0.3404,858,1.48,39.6636,1709,300,240,210,79,164.151,26.7997,26.636,38.2018,27.1753,77169.7897,6270.8637,82712.1834,10.97,20.7608,3717.1001,33.6615,0.0173,10,0,10,0,0,0
34456,25013811102,2489,2014_q4,4144.4216,3958.8047,0.3519,1229,1.59,43.5067,2316,386,382,298,103,185.6169,27.3627,27.3066,65.4917,28.6746,108323.5854,12156.3663,118839.6316,10.35,21.0084,5156.1996,46.6937,0.0188,31,4,35,0,0,0
34457,25013811200,2074,2014_q4,3797.398,3696.382,0.3486,1140,1.78,43.4966,2212,404,302,207,79,101.016,24.4363,24.4281,42.9512,24.7498,90325.8995,4338.7584,93984.841,9.98,20.3914,4429.606,40.1138,0.0193,27,0,27,0,0,0
34458,25013811301,2522,2014_q4,4314.9909,4086.4422,0.3596,1273,1.62,40.9466,2479,373,392,269,98,228.5487,25.2757,25.1193,29.7394,25.5086,103287.6871,6796.9012,110069.3769,10.02,20.8232,4960.2284,44.919,0.0178,27,0,27,0,0,0
34459,25013811302,2420,2014_q4,4396.7199,4242.6705,0.3784,1411,1.75,45.4911,2444,463,417,305,119,154.0494,25.9949,25.816,27.5842,26.0312,110287.7954,4249.3295,114451.8951,9.27,21.342,5167.6451,46.7974,0.0193,25,0,25,1,0,1
34460,25013811400,895,2014_q4,883.0385,829.062,0.3751,250,0.93,23.4039,474,100,78,48,18,53.9765,25.1655,24.9194,40.4574,25.671,20863.7598,2183.7489,22668.4813,12.65,20.3926,1023.1059,9.2651,0.0104,3,0,3,0,0,0
34461,25013811500,682,2014_q4,554.565,467.676,0.3739,141,0.69,16.8179,283,40,48,26,8,86.889,24.3737,24.8652,42.1616,26.3019,11398.9945,3663.3793,14586.1132,13.87,20.1764,564.9662,5.1162,0.0075,1,0,1,0,0,0
34462,25013811600,1276,2014_q4,1347.4247,1167.0642,0.3323,303,0.91,23.823,662,118,102,67,25,180.3605,26.1791,26.4225,34.0212,27.1566,30552.6904,6136.0806,36591.4736,12.93,20.5945,1483.533,13.4346,0.0105,1,1,2,0,0,0
34463,25013811700,1031,2014_q4,731.0923,682.3818,0.3333,182,0.66,16.2943,400,59,61,37,14,48.7105,24.6884,24.4113,27.7701,24.8649,16846.9148,1352.6955,18178.5369,12.31,20.6164,817.162,7.4001,0.0072,4,0,4,0,0,0
34464,25013811800,1541,2014_q4,1908.1702,1879.2072,0.3516,534,1.22,33.7647,1059,158,180,151,47,28.963,27.676,27.8029,33.8063,27.8106,52008.9385,979.1319,53067.3582,11.75,21.1317,2461.1768,22.288,0.0145,8,0,8,0,0,0
34465,25013811900,1509,2014_q4,2743.3075,2710.395,0.3597,833,1.8,49.8487,1477,266,255,212,76,32.9125,27.6937,27.6222,21.9162,27.6508,75060.866,721.3169,75854.647,9.25,20.9932,3575.4903,32.3791,0.0215,50,0,50,0,0,0
34466,25013812001,1418,2014_q4,1852.3922,1826.0622,0.349,514,1.29,33.5833,1026,182,164,122,45,26.33,26.0336,25.8988,20.3616,25.9563,47538.9729,536.1209,48081.2477,11.13,20.9557,2268.5457,20.5436,0.0145,11,0,11,0,0,0
34467,25013812002,1776,2014_q4,2667.1293,2643.4323,0.3844,845,1.49,41.3392,1447,268,279,216,90,23.697,27.7444,27.8543,43.7051,27.8273,73340.4431,1035.6798,74219.0072,9.96,21.3531,3434.6439,31.1036,0.0175,20,0,20,0,0,0
34468,25013812101,2050,2014_q4,4466.5557,4159.1277,0.3723,1304,2.03,55.8477,2291,392,403,343,110,307.428,27.5112,27.8913,31.928,27.788,114422.594,9815.5612,124116.6498,9,20.8614,5484.896,49.6703,0.0242,42,1,43,0,0,0
34469,25013812103,1361,2014_q4,2100.1437,1709.1432,0.3571,502,1.26,34.7165,968,155,157,133,42,391.0005,27.5528,27.5481,38.3937,29.3445,47091.6808,15011.9559,61627.6668,11.08,21.4194,2198.5554,19.9098,0.0146,8,19,27,0,0,0
34470,25013812104,1822,2014_q4,2901.8362,2857.0752,0.358,871,1.57,40.1739,1634,278,249,188,62,44.761,25.5885,25.5477,47.9267,25.8857,73108.2688,2145.247,75116.0613,10.81,20.9185,3494.9098,31.6493,0.0174,24,0,24,0,0,0
34471,25013812201,2188,2014_q4,3094.3432,2942.4096,0.3526,876,1.34,35.6201,1619,292,289,195,76,151.9336,26.5822,26.5962,33.0574,26.8289,78215.7205,5022.5298,83017.8243,9.72,20.9391,3735.3842,33.827,0.0155,21,10,31,0,0,0
34472,25013812202,2042,2014_q4,3259.1863,2660.2173,0.3582,790,1.3,35.7345,1492,251,256,207,79,598.969,27.4881,27.6827,53.1565,31.4167,73124.3192,31839.0956,102392.8782,9.46,21.5652,3390.8408,30.7069,0.015,19,1,20,0,0,0
34473,25013812300,2246,2014_q4,3718.245,2999.4822,0.332,840,1.34,36.8713,1624,305,260,205,71,718.7628,27.5159,27.6106,60.0265,31.2678,82533.4523,43144.8152,116261.341,10.6,20.9902,3932.0062,35.6076,0.0159,15,2,17,0,0,0
34474,25013812401,2481,2014_q4,5389.7173,5303.5242,0.359,1644,2.14,56.4318,2906,556,501,345,136,86.1931,26.37,26.3381,32.0241,26.4448,139853.9332,2760.2565,142529.9961,8.64,20.9045,6690.1345,60.5848,0.0244,65,0,65,0,0,0
34475,25013812403,1732,2014_q4,2715.7027,2690.8674,0.3291,753,1.55,40.7484,1565,268,221,160,66,24.8353,26.2893,26.2151,17.2475,26.2038,70741.0203,428.3468,71161.7304,9.72,20.9015,3384.4953,30.6494,0.0177,11,0,11,0,0,0
34476,25013812404,1435,2014_q4,3078.5015,3014.2219,0.3641,954,2.1,54.0271,1686,343,274,188,63,64.2796,25.7272,25.6525,36.5288,25.8512,77547.4897,2348.0567,79582.958,9.16,20.4626,3789.7166,34.3191,0.0239,35,0,35,0,0,0
34477,25013812500,2882,2014_q4,6213.7643,5713.6131,0.3703,1838,1.98,55.5378,3143,545,537,506,196,500.1512,28.0494,28.0913,49.2041,29.2177,160263.4193,24609.4897,181551.9012,9.28,20.6203,7772.1139,70.383,0.0244,46,2,48,1,0,1
