muni_id,municipal,owner_type,owner_ty_te,fuel,hybrid,veh_tot,dvmtmpg_vh,dvmt_mean,mpg_mean,glpday_val,year_q
73,DEDHAM,1,Noncommercial,Other,0,1,0,,,,2014_q2
73,DEDHAM,2,Commercial,Diesel,0,72,9,21.3928,12.7422,15.11,2014_q2
73,DEDHAM,2,Commercial,Flexfuel,0,149,43,53.7107,14.6648,157.49,2014_q2
73,DEDHAM,2,Commercial,Gasoline,0,626,208,30.8989,17.709,362.92,2014_q2
73,DEDHAM,2,Commercial,Gasoline,1,10,6,32.5179,30.5333,6.39,2014_q2
73,DEDHAM,2,Commercial,Other,0,7,0,,,,2014_q2
74,DEERFIELD,1,Noncommercial,Diesel,0,114,40,34.8605,19.2387,72.48,2014_q2
74,DEERFIELD,1,Noncommercial,Flexfuel,0,152,57,32.948,16.9835,110.58,2014_q2
74,DEERFIELD,1,Noncommercial,Gasoline,0,3645,1373,31.4594,20.8888,2067.79,2014_q2
74,DEERFIELD,1,Noncommercial,Gasoline,1,126,55,48.361,42.5372,62.53,2014_q2
74,DEERFIELD,1,Noncommercial,Other,0,5,0,,,,2014_q2
74,DEERFIELD,2,Commercial,Diesel,0,37,9,35.1805,14.6315,21.64,2014_q2
74,DEERFIELD,2,Commercial,Flexfuel,0,42,12,55.7723,16.8964,39.61,2014_q2
74,DEERFIELD,2,Commercial,Gasoline,0,145,62,38.4047,17.3107,137.55,2014_q2
74,DEERFIELD,2,Commercial,Gasoline,1,2,1,45.28,48.1702,0.94,2014_q2
75,DENNIS,1,Noncommercial,Diesel,0,145,47,30.6865,17.5479,82.19,2014_q2
75,DENNIS,1,Noncommercial,Elect,0,1,0,31.9008,,,2014_q2
75,DENNIS,1,Noncommercial,Flexfuel,0,549,194,30.5525,17.1286,346.04,2014_q2
75,DENNIS,1,Noncommercial,Gasoline,0,11596,4478,26.6156,19.903,5988.29,2014_q2
75,DENNIS,1,Noncommercial,Gasoline,1,209,81,41.3613,42.7112,78.44,2014_q2
75,DENNIS,1,Noncommercial,Other,0,1,0,,,,2014_q2
75,DENNIS,2,Commercial,Diesel,0,110,13,27.5763,12.3193,29.1,2014_q2
75,DENNIS,2,Commercial,Flexfuel,0,53,20,38.3316,15.1989,50.44,2014_q2
75,DENNIS,2,Commercial,Gasoline,0,355,133,30.3556,16.6809,242.03,2014_q2
75,DENNIS,2,Commercial,Gasoline,1,6,4,75.0312,44.728,6.71,2014_q2
75,DENNIS,2,Commercial,Other,0,3,0,,,,2014_q2
76,DIGHTON,1,Noncommercial,Diesel,0,147,54,31.0139,14.7738,113.36,2014_q2
76,DIGHTON,1,Noncommercial,Flexfuel,0,297,120,36.406,17.6069,248.125,2014_q2
76,DIGHTON,1,Noncommercial,Gasoline,0,5526,2085,33.0789,19.9032,3465.24,2014_q2
76,DIGHTON,1,Noncommercial,Gasoline,1,75,22,47.1912,41.7958,24.84,2014_q2
76,DIGHTON,2,Commercial,Diesel,0,24,5,30.7824,11.9683,12.86,2014_q2
76,DIGHTON,2,Commercial,Flexfuel,0,25,8,35.916,18.0823,15.89,2014_q2
76,DIGHTON,2,Commercial,Gasoline,0,145,49,41.5196,17.7682,114.5,2014_q2
76,DIGHTON,2,Commercial,Other,0,1,0,,,,2014_q2
77,DOUGLAS,1,Noncommercial,Diesel,0,157,52,32.59,15.4455,109.72,2014_q2
77,DOUGLAS,1,Noncommercial,Flexfuel,0,425,160,38.3845,17.5527,349.89,2014_q2
77,DOUGLAS,1,Noncommercial,Gasoline,0,6338,2388,37.4,20.0422,4456.15,2014_q2
77,DOUGLAS,1,Noncommercial,Gasoline,1,82,32,48.5733,36.487,42.6,2014_q2
77,DOUGLAS,2,Commercial,Diesel,0,27,2,39.4893,13.4317,5.88,2014_q2
77,DOUGLAS,2,Commercial,Flexfuel,0,26,11,76.7478,15.8213,53.36,2014_q2
77,DOUGLAS,2,Commercial,Gasoline,0,130,41,42.7234,16.7446,104.61,2014_q2
77,DOUGLAS,2,Commercial,Gasoline,1,1,0,,,,2014_q2
78,DOVER,1,Noncommercial,Diesel,0,93,26,30.633,23.6197,33.72,2014_q2
78,DOVER,1,Noncommercial,Elect,0,6,0,28.2629,,,2014_q2
78,DOVER,1,Noncommercial,Flexfuel,0,169,57,36.0084,16.1042,127.45,2014_q2
78,DOVER,1,Noncommercial,Gasoline,0,3962,1472,29.8555,18.8514,2331.25,2014_q2
78,DOVER,1,Noncommercial,Gasoline,1,147,56,32.2681,34.0624,53.05,2014_q2
78,DOVER,1,Noncommercial,Other,0,1,0,,,,2014_q2
78,DOVER,2,Commercial,Diesel,0,5,1,11.534,12.537,0.92,2014_q2
78,DOVER,2,Commercial,Flexfuel,0,13,3,43.3812,12.7717,10.19,2014_q2
78,DOVER,2,Commercial,Gasoline,0,109,35,29.4401,16.4391,62.68,2014_q2
78,DOVER,2,Commercial,Gasoline,1,3,0,,,,2014_q2
79,DRACUT,1,Noncommercial,Diesel,0,195,71,27.0301,14.7944,129.72,2014_q2
79,DRACUT,1,Noncommercial,Elect,0,3,0,,,,2014_q2
79,DRACUT,1,Noncommercial,Flexfuel,0,1052,412,33.6718,17.3746,798.453,2014_q2
79,DRACUT,1,Noncommercial,Gasoline,0,21961,8863,29.1281,20.1927,12784.9,2014_q2
79,DRACUT,1,Noncommercial,Gasoline,1,230,89,42.3401,36.8535,102.25,2014_q2
79,DRACUT,1,Noncommercial,Other,0,1,0,,,,2014_q2
79,DRACUT,2,Commercial,Diesel,0,63,11,19.0126,12.4044,16.86,2014_q2
79,DRACUT,2,Commercial,Flexfuel,0,168,75,60.1705,18.3268,246.24,2014_q2
79,DRACUT,2,Commercial,Gasoline,0,735,327,43.2039,17.4485,809.68,2014_q2
79,DRACUT,2,Commercial,Gasoline,1,4,2,42.6213,38.5713,2.21,2014_q2
79,DRACUT,2,Commercial,Other,0,2,0,,,,2014_q2
80,DUDLEY,1,Noncommercial,Diesel,0,106,43,35.8476,17.8822,86.2,2014_q2
80,DUDLEY,1,Noncommercial,Flexfuel,0,428,161,33.3855,18.0778,297.33,2014_q2
80,DUDLEY,1,Noncommercial,Gasoline,0,7771,3097,33.2747,20.3363,5067.37,2014_q2
80,DUDLEY,1,Noncommercial,Gasoline,1,99,31,55.5934,39.1325,44.04,2014_q2
80,DUDLEY,1,Noncommercial,Other,0,1,0,,,,2014_q2
80,DUDLEY,2,Commercial,Diesel,0,27,3,48.8102,12.2639,11.94,2014_q2
80,DUDLEY,2,Commercial,Flexfuel,0,31,9,61.55,14.8155,37.39,2014_q2
80,DUDLEY,2,Commercial,Gasoline,0,187,55,32.4617,16.9553,105.3,2014_q2
81,DUNSTABLE,1,Noncommercial,Diesel,0,59,19,42.4031,14.939,53.93,2014_q2
81,DUNSTABLE,1,Noncommercial,Flexfuel,0,149,55,35.6404,16.5853,118.19,2014_q2
81,DUNSTABLE,1,Noncommercial,Gasoline,0,2450,946,33.1299,19.9308,1572.48,2014_q2
81,DUNSTABLE,1,Noncommercial,Gasoline,1,62,24,45.3948,35.9682,30.29,2014_q2
81,DUNSTABLE,2,Commercial,Diesel,0,16,1,20.4857,13.3893,1.53,2014_q2
81,DUNSTABLE,2,Commercial,Flexfuel,0,4,2,37.5994,14.0822,5.34,2014_q2
81,DUNSTABLE,2,Commercial,Gasoline,0,80,30,34.3335,15.4841,66.52,2014_q2
81,DUNSTABLE,2,Commercial,Gasoline,1,1,1,49.712,44.7856,1.11,2014_q2
82,DUXBURY,1,Noncommercial,Diesel,0,166,58,47.3401,21.2271,129.35,2014_q2
82,DUXBURY,1,Noncommercial,Elect,0,7,0,32.5727,,,2014_q2
82,DUXBURY,1,Noncommercial,Flexfuel,0,622,230,39.1047,16.0629,559.93,2014_q2
82,DUXBURY,1,Noncommercial,Gasoline,0,10555,4055,33.6281,19.115,7133.76,2014_q2
82,DUXBURY,1,Noncommercial,Gasoline,1,269,98,40.9472,39.5508,101.46,2014_q2
82,DUXBURY,2,Commercial,Diesel,0,19,4,36.2442,13.69,10.59,2014_q2
82,DUXBURY,2,Commercial,Flexfuel,0,84,33,81.0334,18.7472,142.64,2014_q2
82,DUXBURY,2,Commercial,Gasoline,0,294,118,38.1775,17.3387,259.82,2014_q2
82,DUXBURY,2,Commercial,Gasoline,1,3,1,98.0458,41.7216,2.35,2014_q2
83,EAST BRIDGEWATER,1,Noncommercial,Diesel,0,136,45,30.4165,15.0693,90.83,2014_q2
83,EAST BRIDGEWATER,1,Noncommercial,Flexfuel,0,676,262,34.6182,17.0832,530.93,2014_q2
83,EAST BRIDGEWATER,1,Noncommercial,Gasoline,0,9640,3801,30.891,19.4646,6032.32,2014_q2
83,EAST BRIDGEWATER,1,Noncommercial,Gasoline,1,126,53,40.8898,39.5107,54.85,2014_q2
83,EAST BRIDGEWATER,1,Noncommercial,Other,0,5,0,,,,2014_q2
83,EAST BRIDGEWATER,2,Commercial,Diesel,0,40,9,35.8594,13.1353,24.57,2014_q2
83,EAST BRIDGEWATER,2,Commercial,Flexfuel,0,63,30,49.8399,17.0841,87.52,2014_q2
83,EAST BRIDGEWATER,2,Commercial,Gasoline,0,200,72,36.1185,17.2426,150.82,2014_q2
83,EAST BRIDGEWATER,2,Commercial,Gasoline,1,5,3,59.6007,47.1773,3.79,2014_q2
83,EAST BRIDGEWATER,2,Commercial,Other,0,3,0,,,,2014_q2
84,EAST BROOKFIELD,1,Noncommercial,Diesel,0,57,25,18.4453,13.9441,33.07,2014_q2
84,EAST BROOKFIELD,1,Noncommercial,Flexfuel,0,130,48,37.0312,17.9237,99.17,2014_q2
84,EAST BROOKFIELD,1,Noncommercial,Gasoline,0,1583,651,31.9864,20.2194,1029.86,2014_q2
84,EAST BROOKFIELD,1,Noncommercial,Gasoline,1,12,3,36.6292,45.2212,2.43,2014_q2
84,EAST BROOKFIELD,1,Noncommercial,Other,0,1,0,,,,2014_q2
84,EAST BROOKFIELD,2,Commercial,Diesel,0,3,1,18.2571,14.8432,1.23,2014_q2
84,EAST BROOKFIELD,2,Commercial,Flexfuel,0,5,3,18.6338,17.7465,3.15,2014_q2
84,EAST BROOKFIELD,2,Commercial,Gasoline,0,42,17,28.3566,14.8647,32.43,2014_q2
85,EAST LONGMEADOW,1,Noncommercial,Diesel,0,126,45,31.5177,17.4109,81.46,2014_q2
85,EAST LONGMEADOW,1,Noncommercial,Elect,0,1,0,,,,2014_q2
85,EAST LONGMEADOW,1,Noncommercial,Flexfuel,0,472,187,28.6533,17.5338,305.59,2014_q2
85,EAST LONGMEADOW,1,Noncommercial,Gasoline,0,11535,4384,27.538,20.1813,5982.12,2014_q2
85,EAST LONGMEADOW,1,Noncommercial,Gasoline,1,148,48,37.909,40.6168,44.8,2014_q2
85,EAST LONGMEADOW,1,Noncommercial,Other,0,1,0,,,,2014_q2
85,EAST LONGMEADOW,2,Commercial,Diesel,0,59,7,19.7831,16.4078,8.44,2014_q2
85,EAST LONGMEADOW,2,Commercial,Flexfuel,0,49,12,45.2586,15.674,34.65,2014_q2
85,EAST LONGMEADOW,2,Commercial,Gasoline,0,400,143,37.1457,17.0436,311.662,2014_q2
85,EAST LONGMEADOW,2,Commercial,Gasoline,1,3,1,14.0959,25.6289,0.55,2014_q2
85,EAST LONGMEADOW,2,Commercial,Other,0,1,0,,,,2014_q2
86,EASTHAM,1,Noncommercial,Diesel,0,75,18,37.2208,17.6914,37.87,2014_q2
86,EASTHAM,1,Noncommercial,Flexfuel,0,214,69,34.4916,16.5837,143.51,2014_q2
86,EASTHAM,1,Noncommercial,Gasoline,0,4475,1796,26.9097,19.62,2463.3,2014_q2
86,EASTHAM,1,Noncommercial,Gasoline,1,133,55,36.1249,40.269,49.34,2014_q2
86,EASTHAM,1,Noncommercial,Other,0,1,0,,,,2014_q2
86,EASTHAM,2,Commercial,Diesel,0,14,3,43.6648,12.6932,10.32,2014_q2
86,EASTHAM,2,Commercial,Flexfuel,0,12,6,42.1368,14.1636,17.85,2014_q2
86,EASTHAM,2,Commercial,Gasoline,0,114,51,29.7691,15.9226,95.35,2014_q2
86,EASTHAM,2,Commercial,Gasoline,1,1,0,,,,2014_q2
87,EASTHAMPTON,1,Noncommercial,Diesel,0,153,68,25.8402,19.4223,90.47,2014_q2
87,EASTHAMPTON,1,Noncommercial,Flexfuel,0,470,173,28.8359,17.4062,286.6,2014_q2
87,EASTHAMPTON,1,Noncommercial,Gasoline,0,11571,4643,28.055,21.027,6194.88,2014_q2
87,EASTHAMPTON,1,Noncommercial,Gasoline,1,237,88,36.6212,41.94,76.84,2014_q2
87,EASTHAMPTON,2,Commercial,Diesel,0,31,3,51.7207,12.5739,12.34,2014_q2
87,EASTHAMPTON,2,Commercial,Flexfuel,0,50,10,58.1368,18.3629,31.66,2014_q2
87,EASTHAMPTON,2,Commercial,Gasoline,0,330,123,32.7848,17.3861,231.94,2014_q2
87,EASTHAMPTON,2,Commercial,Gasoline,1,1,0,,,,2014_q2
87,EASTHAMPTON,2,Commercial,Other,0,1,0,,,,2014_q2
88,EASTON,1,Noncommercial,Diesel,0,179,64,33.1124,17.419,121.66,2014_q2
88,EASTON,1,Noncommercial,Elect,0,2,0,,,,2014_q2
88,EASTON,1,Noncommercial,Flexfuel,0,740,285,35.9322,17.4809,585.82,2014_q2
88,EASTON,1,Noncommercial,Gasoline,0,14925,5830,33.2443,20.1001,9642.47,2014_q2
88,EASTON,1,Noncommercial,Gasoline,1,268,113,40.3047,39.2725,115.97,2014_q2
88,EASTON,2,Commercial,Diesel,0,64,17,28.6589,12.9471,37.63,2014_q2
88,EASTON,2,Commercial,Flexfuel,0,172,36,57.8161,16.4653,126.41,2014_q2
88,EASTON,2,Commercial,Gasoline,0,752,268,43.1375,17.2395,670.6,2014_q2
88,EASTON,2,Commercial,Gasoline,1,17,9,60.6516,37.96,14.38,2014_q2
88,EASTON,2,Commercial,Other,0,7,0,,,,2014_q2
89,EDGARTOWN,1,Noncommercial,Diesel,0,74,18,21.9313,16.3463,24.15,2014_q2
89,EDGARTOWN,1,Noncommercial,Elect,0,4,0,0.6265,,,2014_q2
89,EDGARTOWN,1,Noncommercial,Flexfuel,0,213,66,23.3,16.2903,94.4,2014_q2
89,EDGARTOWN,1,Noncommercial,Gasoline,0,4515,1631,19.4363,18.0764,1753.7,2014_q2
89,EDGARTOWN,1,Noncommercial,Gasoline,1,95,42,23.0392,37.3033,25.94,2014_q2
89,EDGARTOWN,2,Commercial,Diesel,0,34,1,20.6402,9.46798,2.18,2014_q2
89,EDGARTOWN,2,Commercial,Flexfuel,0,36,11,28.6241,16.0727,19.59,2014_q2
89,EDGARTOWN,2,Commercial,Gasoline,0,278,92,17.4478,15.9769,100.47,2014_q2
89,EDGARTOWN,2,Commercial,Gasoline,1,2,1,20.7916,49.5038,0.42,2014_q2
89,EDGARTOWN,2,Commercial,Other,0,1,0,,,,2014_q2
90,EGREMONT,1,Noncommercial,Diesel,0,37,8,23.7053,20.7714,9.13,2014_q2
90,EGREMONT,1,Noncommercial,Flexfuel,0,41,19,27.594,17.0002,30.84,2014_q2
90,EGREMONT,1,Noncommercial,Gasoline,0,1089,368,28.2332,20.1293,516.154,2014_q2
90,EGREMONT,1,Noncommercial,Gasoline,1,24,11,40.7062,47.0344,9.52,2014_q2
90,EGREMONT,2,Commercial,Diesel,0,5,1,20.7467,13.5599,1.53,2014_q2
90,EGREMONT,2,Commercial,Flexfuel,0,1,0,,,,2014_q2
90,EGREMONT,2,Commercial,Gasoline,0,13,2,23.0044,20.1793,2.28,2014_q2
90,EGREMONT,2,Commercial,Gasoline,1,1,1,68.6628,25.6204,2.68,2014_q2
91,ERVING,1,Noncommercial,Diesel,0,19,4,26.3103,13.3386,7.89,2014_q2
91,ERVING,1,Noncommercial,Flexfuel,0,60,25,29.5231,16.5192,44.68,2014_q2
91,ERVING,1,Noncommercial,Gasoline,0,1192,447,33.2689,19.9082,746.989,2014_q2
91,ERVING,1,Noncommercial,Gasoline,1,17,6,55.3493,41.6161,7.98,2014_q2
91,ERVING,1,Noncommercial,Other,0,1,0,,,,2014_q2
91,ERVING,2,Commercial,Gasoline,0,8,2,26.1992,17.9447,2.92,2014_q2
92,ESSEX,1,Noncommercial,Diesel,0,60,15,31.9929,20.9743,22.88,2014_q2
92,ESSEX,1,Noncommercial,Elect,0,1,0,,,,2014_q2
92,ESSEX,1,Noncommercial,Flexfuel,0,152,61,34.3394,16.99,123.29,2014_q2
92,ESSEX,1,Noncommercial,Gasoline,0,2541,912,31.5213,19.2791,1491.12,2014_q2
92,ESSEX,1,Noncommercial,Gasoline,1,53,24,38.9033,32.8876,28.39,2014_q2
92,ESSEX,1,Noncommercial,Other,0,1,0,,,,2014_q2
92,ESSEX,2,Commercial,Diesel,0,53,6,31.1621,11.8788,15.74,2014_q2
92,ESSEX,2,Commercial,Flexfuel,0,31,9,42.8498,13.8077,27.93,2014_q2
92,ESSEX,2,Commercial,Gasoline,0,167,51,32.8303,16.6304,100.68,2014_q2
93,EVERETT,1,Noncommercial,Diesel,0,74,20,23.0002,14.4021,31.94,2014_q2
93,EVERETT,1,Noncommercial,Elect,0,1,0,,,,2014_q2
93,EVERETT,1,Noncommercial,Flexfuel,0,547,212,26.8146,17.3849,326.99,2014_q2
93,EVERETT,1,Noncommercial,Gasoline,0,18999,7723,24.0152,20.3601,9109.47,2014_q2
93,EVERETT,1,Noncommercial,Gasoline,1,169,59,34.6304,38.098,53.63,2014_q2
93,EVERETT,1,Noncommercial,Other,0,3,0,,,,2014_q2
93,EVERETT,2,Commercial,Diesel,0,106,5,22.4419,12.4263,9.03,2014_q2
93,EVERETT,2,Commercial,Elect,0,1,0,47.25,,,2014_q2
93,EVERETT,2,Commercial,Flexfuel,0,127,46,54.7499,15.7919,159.48,2014_q2
93,EVERETT,2,Commercial,Gasoline,0,1521,567,31.1346,18.1825,970.895,2014_q2
93,EVERETT,2,Commercial,Gasoline,1,24,6,28.7635,36.1804,4.77,2014_q2
93,EVERETT,2,Commercial,Other,0,14,0,,,,2014_q2
94,FAIRHAVEN,1,Noncommercial,Diesel,0,156,55,32.0023,17.3275,101.58,2014_q2
94,FAIRHAVEN,1,Noncommercial,Elect,0,1,0,,,,2014_q2
94,FAIRHAVEN,1,Noncommercial,Flexfuel,0,499,168,31.3077,17.4185,301.96,2014_q2
94,FAIRHAVEN,1,Noncommercial,Gasoline,0,11396,4106,28.3684,20.2818,5743.11,2014_q2
94,FAIRHAVEN,1,Noncommercial,Gasoline,1,115,37,35.5889,42.6283,30.89,2014_q2
94,FAIRHAVEN,2,Commercial,Diesel,0,33,2,50.8703,13.3168,7.64,2014_q2
94,FAIRHAVEN,2,Commercial,Flexfuel,0,84,23,44.9246,16.3854,63.06,2014_q2
94,FAIRHAVEN,2,Commercial,Gasoline,0,370,126,35.5693,16.466,272.18,2014_q2
94,FAIRHAVEN,2,Commercial,Gasoline,1,3,1,40.6842,49.0171,0.83,2014_q2
94,FAIRHAVEN,2,Commercial,Other,0,1,0,,,,2014_q2
95,FALL RIVER,1,Noncommercial,Diesel,0,339,112,28.6973,16.4018,195.96,2014_q2
95,FALL RIVER,1,Noncommercial,Elect,0,1,0,,,,2014_q2
102,FREETOWN,2,Commercial,Gasoline,1,1,1,28.1897,33.5592,0.84,2014_q2
95,FALL RIVER,1,Noncommercial,Flexfuel,0,1535,583,31.1684,18.0939,1004.27,2014_q2
95,FALL RIVER,1,Noncommercial,Gasoline,0,48402,18245,27.9588,20.6266,24730.6,2014_q2
95,FALL RIVER,1,Noncommercial,Gasoline,1,329,125,40.0742,39.23,127.69,2014_q2
95,FALL RIVER,1,Noncommercial,Other,0,2,0,,,,2014_q2
95,FALL RIVER,2,Commercial,Diesel,0,147,29,30.5667,13.1949,67.18,2014_q2
95,FALL RIVER,2,Commercial,Flexfuel,0,223,61,60.7062,17.01,217.7,2014_q2
95,FALL RIVER,2,Commercial,Gasoline,0,1457,524,41.7323,18.0691,1210.23,2014_q2
95,FALL RIVER,2,Commercial,Gasoline,1,22,7,34.3811,44.0783,5.46,2014_q2
95,FALL RIVER,2,Commercial,Other,0,13,0,,,,2014_q2
96,FALMOUTH,1,Noncommercial,Diesel,0,426,145,34.1616,20.5947,240.52,2014_q2
96,FALMOUTH,1,Noncommercial,Elect,0,4,0,45.7784,,,2014_q2
96,FALMOUTH,1,Noncommercial,Flexfuel,0,1042,361,34.2025,17.2484,715.84,2014_q2
96,FALMOUTH,1,Noncommercial,Gasoline,0,24122,8691,27.9988,20.1166,12096.3,2014_q2
96,FALMOUTH,1,Noncommercial,Gasoline,1,752,338,35.1943,42.3586,280.832,2014_q2
96,FALMOUTH,1,Noncommercial,Other,0,3,0,,,,2014_q2
96,FALMOUTH,2,Commercial,Diesel,0,118,23,32.5707,13.4324,55.77,2014_q2
96,FALMOUTH,2,Commercial,Flexfuel,0,111,30,49.2806,15.9725,92.56,2014_q2
96,FALMOUTH,2,Commercial,Gasoline,0,836,273,31.3415,17.0875,500.73,2014_q2
96,FALMOUTH,2,Commercial,Gasoline,1,19,7,78.3049,37.5434,14.6,2014_q2
96,FALMOUTH,2,Commercial,Other,0,4,0,,,,2014_q2
97,FITCHBURG,1,Noncommercial,Diesel,0,178,60,32.9297,15.6361,126.36,2014_q2
97,FITCHBURG,1,Noncommercial,Elect,0,1,0,32.6501,,,2014_q2
97,FITCHBURG,1,Noncommercial,Flexfuel,0,947,324,32.7528,17.5053,606.21,2014_q2
97,FITCHBURG,1,Noncommercial,Gasoline,0,21953,8318,31.0165,20.5911,12529.5,2014_q2
97,FITCHBURG,1,Noncommercial,Gasoline,1,252,92,47.4364,38.2149,114.2,2014_q2
97,FITCHBURG,1,Noncommercial,Other,0,1,0,,,,2014_q2
97,FITCHBURG,2,Commercial,Diesel,0,95,6,24.4014,12.2517,11.95,2014_q2
97,FITCHBURG,2,Commercial,Elect,0,1,0,,,,2014_q2
97,FITCHBURG,2,Commercial,Flexfuel,0,93,28,51.6181,15.8668,91.09,2014_q2
97,FITCHBURG,2,Commercial,Gasoline,0,574,198,38.6094,17.979,425.2,2014_q2
97,FITCHBURG,2,Commercial,Other,0,6,0,,,,2014_q2
98,FLORIDA,1,Noncommercial,Diesel,0,28,6,29.7382,16.8012,10.62,2014_q2
98,FLORIDA,1,Noncommercial,Flexfuel,0,36,11,31.1696,15.1309,22.66,2014_q2
98,FLORIDA,1,Noncommercial,Gasoline,0,578,222,31.1358,19.2791,358.53,2014_q2
98,FLORIDA,1,Noncommercial,Gasoline,1,2,0,,,,2014_q2
98,FLORIDA,2,Commercial,Diesel,0,1,0,,,,2014_q2
98,FLORIDA,2,Commercial,Flexfuel,0,1,0,,,,2014_q2
98,FLORIDA,2,Commercial,Gasoline,0,10,5,8.24534,14.8833,2.77,2014_q2
98,FLORIDA,2,Commercial,Other,0,1,0,,,,2014_q2
99,FOXBOROUGH,1,Noncommercial,Diesel,0,146,38,37.0051,21.5509,65.25,2014_q2
99,FOXBOROUGH,1,Noncommercial,Flexfuel,0,642,228,37.3214,17.946,474.16,2014_q2
99,FOXBOROUGH,1,Noncommercial,Gasoline,0,11978,4743,32.6182,20.4179,7577.06,2014_q2
99,FOXBOROUGH,1,Noncommercial,Gasoline,1,188,68,36.7557,38.7309,64.5322,2014_q2
99,FOXBOROUGH,2,Commercial,Diesel,0,46,5,27.6254,14.8205,9.32,2014_q2
99,FOXBOROUGH,2,Commercial,Flexfuel,0,95,26,49.2522,16.3336,78.4,2014_q2
99,FOXBOROUGH,2,Commercial,Gasoline,0,462,169,42.5758,17.4958,411.26,2014_q2
99,FOXBOROUGH,2,Commercial,Gasoline,1,8,0,,,,2014_q2
99,FOXBOROUGH,2,Commercial,Other,0,3,0,,,,2014_q2
100,FRAMINGHAM,1,Noncommercial,Diesel,0,321,108,34.4869,19.5753,190.27,2014_q2
100,FRAMINGHAM,1,Noncommercial,Elect,0,4,0,38.2248,,,2014_q2
100,FRAMINGHAM,1,Noncommercial,Flexfuel,0,1238,458,29.8509,17.7315,771.04,2014_q2
100,FRAMINGHAM,1,Noncommercial,Gasoline,0,39448,15997,27.6976,20.9299,21169.6,2014_q2
100,FRAMINGHAM,1,Noncommercial,Gasoline,1,866,339,34.2924,40.3678,287.98,2014_q2
100,FRAMINGHAM,1,Noncommercial,Other,0,2,0,,,,2014_q2
100,FRAMINGHAM,2,Commercial,Diesel,0,118,19,25.0578,13.6574,34.86,2014_q2
100,FRAMINGHAM,2,Commercial,Flexfuel,0,236,74,43.0288,15.927,199.92,2014_q2
100,FRAMINGHAM,2,Commercial,Gasoline,0,2649,967,32.8751,18.4392,1724.06,2014_q2
100,FRAMINGHAM,2,Commercial,Gasoline,1,37,12,54.8085,37.8643,17.37,2014_q2
100,FRAMINGHAM,2,Commercial,Other,0,4,0,,,,2014_q2
101,FRANKLIN,1,Noncommercial,Diesel,0,194,59,35.8414,20.9516,100.93,2014_q2
101,FRANKLIN,1,Noncommercial,Elect,0,3,0,29.0303,,,2014_q2
101,FRANKLIN,1,Noncommercial,Flexfuel,0,1117,399,37.4133,18.1999,820.22,2014_q2
101,FRANKLIN,1,Noncommercial,Gasoline,0,21076,8302,34.0971,20.6317,13720.4,2014_q2
101,FRANKLIN,1,Noncommercial,Gasoline,1,354,131,43.1031,39.4529,143.12,2014_q2
101,FRANKLIN,1,Noncommercial,Other,0,1,0,,,,2014_q2
101,FRANKLIN,2,Commercial,Diesel,0,85,9,62.7535,13.3803,42.21,2014_q2
101,FRANKLIN,2,Commercial,Flexfuel,0,136,39,53.538,16.0775,129.87,2014_q2
101,FRANKLIN,2,Commercial,Gasoline,0,609,229,41.6436,17.267,552.29,2014_q2
101,FRANKLIN,2,Commercial,Gasoline,1,3,1,30.0541,49.269,0.61,2014_q2
101,FRANKLIN,2,Commercial,Other,0,2,0,,,,2014_q2
102,FREETOWN,1,Noncommercial,Diesel,0,212,73,32.2994,18.203,129.531,2014_q2
102,FREETOWN,1,Noncommercial,Elect,0,1,0,7.4101,,,2014_q2
102,FREETOWN,1,Noncommercial,Flexfuel,0,362,127,36.9446,17.428,269.22,2014_q2
102,FREETOWN,1,Noncommercial,Gasoline,0,6932,2608,34.1056,19.9037,4468.89,2014_q2
102,FREETOWN,1,Noncommercial,Gasoline,1,98,37,39.7762,39.2563,37.49,2014_q2
102,FREETOWN,1,Noncommercial,Other,0,1,0,,,,2014_q2
102,FREETOWN,2,Commercial,Diesel,0,50,6,68.3457,11.6366,35.24,2014_q2
102,FREETOWN,2,Commercial,Flexfuel,0,60,15,43.9232,13.3047,49.52,2014_q2
102,FREETOWN,2,Commercial,Gasoline,0,276,101,39.2514,15.6011,254.11,2014_q2
102,FREETOWN,2,Commercial,Other,0,4,0,,,,2014_q2
103,GARDNER,1,Noncommercial,Diesel,0,137,38,29.744,17.9152,63.09,2014_q2
103,GARDNER,1,Noncommercial,Flexfuel,0,588,222,35.7811,18.5442,428.35,2014_q2
103,GARDNER,1,Noncommercial,Gasoline,0,11955,4549,33.3106,20.7468,7303.77,2014_q2
103,GARDNER,1,Noncommercial,Gasoline,1,119,42,41.8695,38.9311,45.17,2014_q2
103,GARDNER,2,Commercial,Diesel,0,46,8,29.5659,13.2286,17.88,2014_q2
103,GARDNER,2,Commercial,Flexfuel,0,51,15,45.6123,16.7692,40.8,2014_q2
103,GARDNER,2,Commercial,Gasoline,0,283,88,34.8527,16.9976,180.44,2014_q2
103,GARDNER,2,Commercial,Gasoline,1,5,1,45.5765,25.4617,1.79,2014_q2
103,GARDNER,2,Commercial,Other,0,3,0,,,,2014_q2
104,AQUINNAH,1,Noncommercial,Diesel,0,10,4,29.0083,18.6849,6.21,2014_q2
104,AQUINNAH,1,Noncommercial,Flexfuel,0,8,4,38.687,18.8717,8.2,2014_q2
